"","Tumor_1","Tumor_2","Tumor_3","Tumor_4","Tumor_5","Tumor_6","Normal_1","Normal_2","Normal_3","Normal_4","Normal_5","Normal_6"
"GENE_03911",38,102,139,95,47,99,29,30,34,36,56,96
"GENE_03912",65,209,311,88,62,78,134,173,50,81,188,130
"GENE_03913",11,27,16,88,11,56,25,37,20,63,47,71
"GENE_03914",25,71,16,22,43,6,33,7,24,20,4,63
"GENE_03915",223,771,192,159,30,686,186,404,243,505,143,128
"GENE_03916",486,124,265,268,162,59,150,90,61,305,220,387
"GENE_03917",30,132,136,37,48,124,43,57,55,403,169,68
"GENE_03918",302,48,106,74,80,41,2,131,136,109,51,20
"GENE_03919",69,374,112,72,39,109,42,94,72,47,44,109
"GENE_03920",157,111,149,26,41,230,33,181,50,276,96,125
"GENE_03921",317,12,81,175,240,218,137,24,211,123,218,86
"GENE_03922",60,65,37,179,71,87,32,82,83,86,29,44
"GENE_03923",34,26,26,35,26,17,41,29,38,6,21,22
"GENE_03924",54,26,131,114,20,226,39,33,57,56,54,169
"GENE_03925",395,196,133,337,118,171,347,47,171,97,55,439
"GENE_03926",64,201,103,108,40,78,79,138,39,236,85,123
"GENE_03927",122,110,28,42,76,180,20,31,120,80,43,156
"GENE_03928",40,97,120,85,46,145,105,70,93,77,66,40
"GENE_03929",260,29,136,132,51,47,53,134,62,16,89,10
"GENE_03930",34,95,81,149,78,89,70,140,45,8,97,35
"GENE_03931",12,8,29,4,28,26,34,43,36,20,53,29
"GENE_03932",35,48,134,15,99,8,33,9,45,77,31,38
"GENE_03933",357,137,149,26,85,238,47,122,53,171,51,252
"GENE_03934",26,599,291,98,380,385,165,364,38,217,476,17
"GENE_03935",13,5,26,19,6,2,19,12,14,17,8,9
"GENE_03936",344,78,86,238,168,53,160,286,256,94,256,110
"GENE_03937",16,223,165,278,71,283,171,196,101,76,157,173
"GENE_03938",25,16,10,13,35,13,4,16,13,69,19,33
"GENE_03939",25,35,67,57,193,29,64,100,111,93,28,42
"GENE_03940",116,184,32,75,52,178,103,130,17,50,192,288
"GENE_03941",164,28,59,176,116,152,43,10,9,137,64,92
"GENE_03942",7,24,20,23,24,21,36,2,0,18,5,7
"GENE_03943",164,45,63,235,213,51,157,110,36,218,197,122
"GENE_03944",110,53,93,64,36,61,21,96,86,45,24,64
"GENE_03945",18,8,7,9,10,0,4,5,7,3,2,22
"GENE_03946",12,66,11,77,48,15,3,9,30,12,6,35
"GENE_03947",207,332,220,191,181,212,28,445,59,40,124,52
"GENE_03948",24,59,108,85,41,80,32,59,20,42,23,16
"GENE_03949",32,8,43,9,30,78,2,30,20,43,28,7
"GENE_03950",58,134,389,434,247,268,388,411,377,451,152,202
"GENE_03951",20,13,11,6,4,8,7,14,2,1,3,5
"GENE_03952",51,122,129,205,146,192,97,65,53,41,83,95
"GENE_03953",148,57,87,84,60,155,368,66,229,15,205,117
"GENE_03954",45,65,43,47,56,25,8,64,40,42,34,53
"GENE_03955",51,66,45,278,23,6,27,137,63,30,40,28
"GENE_03956",18,41,17,44,25,11,31,68,128,54,8,9
"GENE_03957",146,98,64,18,67,29,44,42,86,269,31,70
"GENE_03958",326,292,424,115,39,103,204,154,223,310,53,52
"GENE_03959",113,132,33,29,116,99,10,155,51,13,23,72
"GENE_03960",7,43,112,121,52,106,51,135,42,96,23,44
"GENE_03961",193,540,52,114,45,109,146,180,167,89,99,315
"GENE_03962",32,4,35,23,21,18,34,15,10,27,73,29
"GENE_03963",3,16,5,6,18,14,11,11,2,10,13,49
"GENE_03964",133,71,353,441,218,135,48,163,241,416,224,150
"GENE_03965",15,31,34,5,14,59,51,30,5,7,33,31
"GENE_03966",52,12,10,136,116,164,13,113,52,37,182,140
"GENE_03967",87,400,348,105,205,177,430,285,327,112,335,194
"GENE_03968",16,17,22,6,26,38,13,13,49,68,55,19
"GENE_03969",23,1,2,10,6,1,7,10,4,10,5,14
"GENE_03970",218,170,46,114,77,81,147,128,46,163,64,118
"GENE_03971",104,272,105,94,111,162,451,416,174,745,21,74
"GENE_03972",345,51,126,122,284,28,59,203,96,59,177,41
"GENE_03973",290,239,133,144,162,72,142,71,222,186,558,102
"GENE_03974",22,65,38,10,8,19,14,35,22,29,35,8
"GENE_03975",124,63,54,25,120,55,84,76,95,109,74,36
"GENE_03976",339,268,230,187,132,314,15,183,80,144,167,116
"GENE_03977",35,41,60,134,52,512,170,181,196,247,232,235
"GENE_03978",172,147,114,49,340,117,420,129,199,99,112,424
"GENE_03979",97,148,168,104,277,296,167,270,203,212,154,82
"GENE_03980",39,44,18,42,29,4,26,6,59,60,65,8
"GENE_03981",185,91,136,112,144,151,92,415,114,242,230,83
"GENE_03982",381,126,216,219,51,223,47,60,70,46,128,26
"GENE_03983",67,64,262,224,139,123,154,123,170,97,17,58
"GENE_03984",98,175,46,18,62,46,132,52,7,65,44,10
"GENE_03985",63,40,72,137,27,71,91,192,5,72,210,55
"GENE_03986",1,55,44,32,56,14,11,9,66,15,84,36
"GENE_03987",99,8,48,161,28,30,103,83,49,234,23,230
"GENE_03988",319,403,895,108,175,240,255,228,602,174,390,177
"GENE_03989",106,65,65,53,22,110,150,169,134,122,48,88
"GENE_03990",49,90,118,97,535,137,103,100,265,48,69,282
"GENE_03991",151,242,228,20,184,187,119,159,168,260,74,174
"GENE_03992",151,51,28,44,83,215,196,112,49,123,59,69
"GENE_03993",100,83,101,51,244,37,36,40,169,149,142,20
"GENE_03994",393,41,173,329,390,588,83,221,62,16,52,143
"GENE_03995",48,49,101,62,9,24,35,73,11,33,37,163
"GENE_03996",71,79,47,49,98,153,95,47,96,47,26,46
"GENE_03997",68,31,3,87,44,66,7,49,30,84,19,37
"GENE_03998",74,116,25,82,33,108,13,65,301,18,184,47
"GENE_03999",88,69,22,66,79,27,46,91,169,26,133,57
"GENE_04000",119,45,276,251,87,112,68,84,154,186,99,85
"GENE_04001",44,19,111,41,19,54,63,65,42,22,98,11
"GENE_04002",25,76,71,95,34,20,141,114,33,52,71,139
"GENE_04003",98,59,242,24,75,7,11,68,15,82,63,66
"GENE_04004",351,892,307,458,89,11,10,988,144,182,179,148
"GENE_04005",192,138,180,221,13,218,122,78,217,284,336,49
"GENE_04006",9,19,3,17,24,9,40,9,9,8,26,3
"GENE_04007",150,370,141,460,461,556,261,90,126,41,411,261
"GENE_04008",110,172,17,71,52,89,106,79,152,131,44,19
"GENE_04009",11,177,49,37,41,43,265,106,21,167,87,103
"GENE_04010",55,151,104,49,101,134,318,100,85,118,173,83
"GENE_04011",20,34,7,46,13,17,60,6,59,47,16,15
"GENE_04012",153,53,53,88,39,106,217,61,126,117,48,101
"GENE_04013",4,23,91,28,23,111,22,41,10,13,42,3
"GENE_04014",172,71,221,68,256,78,161,35,114,329,152,97
"GENE_04015",21,7,48,5,62,55,21,53,29,9,6,26
"GENE_04016",37,23,7,28,22,18,27,119,39,13,8,54
"GENE_04017",43,46,12,107,46,78,4,9,57,53,22,7
"GENE_04018",42,40,165,58,92,103,23,74,70,89,61,68
"GENE_04019",13,81,63,28,51,19,32,7,72,9,43,64
"GENE_04020",61,36,85,697,150,251,169,496,247,145,1443,872
"GENE_04021",33,4,59,12,48,44,38,36,3,50,30,14
"GENE_04022",20,62,46,20,76,64,7,17,60,33,14,32
"GENE_04023",49,33,12,66,33,78,25,25,30,64,34,22
"GENE_04024",169,43,110,38,17,10,88,157,162,73,324,13
"GENE_04025",20,32,2,21,12,5,15,13,0,33,36,21
"GENE_04026",26,27,0,4,7,6,2,1,19,2,1,14
"GENE_04027",67,18,14,28,9,24,9,14,90,11,17,33
"GENE_04028",126,55,96,87,144,185,294,5,81,81,184,188
"GENE_04029",60,38,9,32,8,40,31,15,18,19,43,32
"GENE_04030",82,149,39,59,245,143,68,28,174,123,220,140
"GENE_04031",509,172,216,321,220,122,310,56,330,146,101,52
"GENE_04032",279,173,170,52,270,41,88,134,275,2,92,62
"GENE_04033",24,9,14,6,48,11,51,22,33,33,7,7
"GENE_04034",95,74,85,79,428,18,167,152,49,44,159,32
"GENE_04035",61,208,221,368,222,257,227,435,161,807,197,425
"GENE_04036",291,368,390,64,280,68,11,74,97,325,434,80
"GENE_04037",79,266,166,59,207,195,133,180,88,96,36,226
"GENE_04038",46,22,35,26,28,2,18,11,2,48,17,12
"GENE_04039",85,46,8,70,8,34,24,50,21,66,26,25
"GENE_04040",36,37,47,6,10,21,40,25,75,59,17,58
"GENE_04041",2,10,5,5,3,14,2,12,9,1,1,9
"GENE_04042",29,12,59,6,38,18,5,43,26,40,22,76
"GENE_04043",7,9,13,11,5,8,6,11,6,14,25,3
"GENE_04044",63,155,6,112,69,55,44,54,23,3,46,60
"GENE_04045",72,29,45,34,38,127,39,9,37,35,19,9
"GENE_04046",34,10,35,12,26,3,3,37,20,39,28,33
"GENE_04047",21,72,10,17,16,14,74,32,59,56,23,25
"GENE_04048",13,2,37,54,33,68,25,25,140,53,8,86
"GENE_04049",20,40,63,27,68,52,8,37,4,45,44,46
"GENE_04050",34,97,35,83,38,146,105,132,157,21,52,117
"GENE_04051",37,23,45,55,12,45,15,131,41,59,29,130
"GENE_04052",61,188,32,83,150,23,65,82,109,38,15,97
"GENE_04053",129,39,8,127,85,52,130,131,52,31,219,8
"GENE_04054",67,105,157,78,80,179,64,133,189,36,135,171
"GENE_04055",107,89,189,105,178,259,13,102,249,166,188,137
"GENE_04056",115,58,208,34,56,196,37,107,101,92,20,59
"GENE_04057",16,26,254,13,38,72,123,98,61,9,171,61
"GENE_04058",99,75,27,157,112,125,30,108,12,67,358,100
"GENE_04059",21,60,52,17,28,51,15,57,41,4,19,22
"GENE_04060",27,5,72,188,7,68,46,25,51,7,12,7
"GENE_04061",160,180,191,165,124,276,320,186,96,173,77,137
"GENE_04062",76,42,140,46,10,127,208,6,62,78,66,93
"GENE_04063",18,43,52,20,27,57,9,130,24,90,24,53
"GENE_04064",5,4,32,10,34,14,21,2,10,11,0,45
"GENE_04065",116,125,134,50,49,58,63,46,31,219,221,108
"GENE_04066",3,15,41,23,15,39,65,15,25,48,52,66
"GENE_04067",128,237,93,128,179,90,79,91,186,97,262,112
"GENE_04068",6,11,30,23,3,11,40,4,18,6,8,12
"GENE_04069",131,7,84,36,25,51,6,84,43,111,26,69
"GENE_04070",19,15,113,28,2,144,132,46,41,82,71,65
"GENE_04071",158,90,82,73,315,118,97,64,274,53,89,125
"GENE_04072",33,36,270,512,103,103,61,76,149,91,72,91
"GENE_04073",50,119,27,153,13,24,117,82,167,23,58,59
"GENE_04074",10,53,11,8,6,17,114,78,15,32,13,23
"GENE_04075",197,46,91,61,7,93,38,29,24,92,154,96
"GENE_04076",3,1,4,11,2,2,3,5,2,4,2,9
"GENE_04077",109,118,80,34,109,64,94,49,70,44,31,35
"GENE_04078",134,97,60,119,136,64,372,18,254,97,164,42
"GENE_04079",73,58,198,50,31,15,28,87,60,18,84,82
"GENE_04080",64,41,55,131,119,28,197,96,75,210,25,197
"GENE_04081",100,276,122,84,110,38,99,350,150,104,597,93
"GENE_04082",51,51,74,20,12,39,51,57,154,69,100,28
"GENE_04083",3,61,3,65,64,33,18,45,32,2,32,61
"GENE_04084",429,266,130,141,150,154,108,57,102,88,172,62
"GENE_04085",15,106,74,33,147,67,42,13,147,49,17,34
"GENE_04086",30,61,68,23,30,85,7,28,78,21,60,76
"GENE_04087",67,96,12,53,23,19,53,22,45,117,87,25
"GENE_04088",27,70,89,42,88,54,28,11,29,183,60,91
"GENE_04089",74,112,21,21,7,15,9,68,34,14,35,32
"GENE_04090",6,4,6,4,9,14,7,13,23,5,28,2
"GENE_04091",73,160,98,48,64,29,16,34,39,32,67,27
"GENE_04092",45,35,140,78,47,1,17,52,195,18,103,26
"GENE_04093",79,31,40,151,85,230,252,131,11,94,86,89
"GENE_04094",16,36,38,29,128,61,52,3,62,14,22,24
"GENE_04095",16,27,146,51,104,14,50,52,27,82,10,7
"GENE_04096",144,33,269,103,100,131,381,221,124,87,101,66
"GENE_04097",75,179,341,166,37,230,290,139,90,36,206,66
"GENE_04098",109,64,118,132,150,40,235,128,43,135,56,76
"GENE_04099",110,131,78,129,116,12,69,66,60,57,23,31
"GENE_04100",76,84,54,25,42,119,41,17,12,44,54,74
"GENE_04101",21,43,51,31,20,11,43,1,20,23,12,18
"GENE_04102",24,66,8,94,24,50,30,29,57,53,34,93
"GENE_04103",24,309,258,148,103,78,104,110,129,64,91,25
"GENE_04104",3,88,33,12,29,19,87,55,30,38,38,7
"GENE_04105",7,172,166,73,73,147,362,206,31,57,733,300
"GENE_04106",154,100,143,300,99,135,108,45,555,66,275,58
"GENE_04107",69,51,88,53,7,90,31,17,29,197,15,23
"GENE_04108",155,332,82,107,224,293,327,134,827,152,937,831
"GENE_04109",31,57,8,51,65,83,39,27,13,31,10,52
"GENE_04110",31,35,28,20,80,38,63,12,2,107,6,105
"GENE_04111",198,79,84,71,44,36,48,27,48,77,41,16
"GENE_04112",175,106,185,133,56,155,114,105,64,88,75,154
"GENE_04113",89,60,221,71,76,175,99,173,42,184,151,126
"GENE_04114",53,28,42,8,93,156,80,55,82,114,65,32
"GENE_04115",45,23,21,96,81,66,37,58,108,58,15,7
"GENE_04116",82,117,68,32,228,231,83,85,31,41,132,104
"GENE_04117",84,25,10,35,53,11,58,59,49,44,40,19
"GENE_04118",271,79,239,33,103,73,158,175,148,163,129,104
"GENE_04119",27,100,20,114,58,12,110,117,11,181,34,67
"GENE_04120",29,69,50,30,48,73,10,22,94,46,84,21
"GENE_04121",32,26,16,36,30,60,33,45,37,5,24,48
"GENE_04122",37,148,61,95,31,51,33,32,110,120,3,68
"GENE_04123",12,286,109,94,300,22,8,42,147,140,232,72
"GENE_04124",1,39,10,19,27,22,25,34,14,15,13,9
"GENE_04125",98,26,105,582,186,91,363,27,86,93,106,103
"GENE_04126",133,25,100,57,31,67,56,52,81,34,24,62
"GENE_04127",219,83,41,68,73,123,157,6,78,130,83,63
"GENE_04128",25,66,38,13,49,10,86,12,85,26,22,31
"GENE_04129",32,46,70,170,19,72,34,150,54,18,47,58
"GENE_04130",23,137,251,317,232,113,550,301,216,106,103,115
"GENE_04131",93,37,26,284,104,160,56,121,75,173,71,144
"GENE_04132",116,82,58,68,65,14,53,190,83,79,49,15
"GENE_04133",63,3,111,133,54,63,21,94,18,93,110,196
"GENE_04134",30,31,34,36,15,12,12,2,24,9,12,24
"GENE_04135",37,9,43,19,8,14,27,74,188,14,16,60
"GENE_04136",42,14,10,22,15,6,19,17,2,16,30,20
"GENE_04137",222,268,53,18,31,12,215,157,107,264,62,42
"GENE_04138",112,89,55,5,41,17,76,44,57,53,30,86
"GENE_04139",37,37,28,119,78,131,75,66,68,119,194,99
"GENE_04140",52,207,49,69,69,131,155,164,119,21,18,78
"GENE_04141",86,134,43,103,57,97,182,181,148,145,270,156
"GENE_04142",75,220,143,41,224,188,178,220,324,235,154,135
"GENE_04143",3,38,100,51,123,58,58,153,29,106,74,34
"GENE_04144",23,11,26,40,3,12,91,20,8,27,16,45
"GENE_04145",65,70,21,25,28,36,87,51,63,45,38,91
"GENE_04146",210,177,150,110,40,457,338,136,271,53,111,97
"GENE_04147",36,118,72,55,76,10,34,35,41,107,10,35
"GENE_04148",27,53,79,67,69,76,69,59,90,10,86,7
"GENE_04149",13,5,20,7,17,39,32,35,46,15,9,5
"GENE_04150",20,11,67,50,32,27,62,36,161,30,86,96
"GENE_04151",36,6,70,41,43,30,32,86,55,30,17,40
"GENE_04152",82,116,69,80,135,21,86,163,79,48,29,19
"GENE_04153",5,37,2,32,3,5,10,5,28,9,9,7
"GENE_04154",157,116,73,223,74,90,36,111,203,126,39,27
"GENE_04155",88,44,14,82,26,104,44,59,119,118,77,55
"GENE_04156",40,89,132,19,136,32,115,32,72,15,96,18
"GENE_04157",53,159,58,48,358,113,39,34,36,34,38,43
"GENE_04158",140,20,26,142,99,35,265,72,171,131,17,218
"GENE_04159",214,81,206,236,104,86,268,341,519,332,97,80
"GENE_04160",32,243,83,29,363,63,66,104,188,213,118,140
"GENE_04161",90,115,232,32,126,118,84,25,188,32,33,103
"GENE_04162",12,74,273,153,1,137,183,363,187,181,122,205
"GENE_04163",359,72,145,109,252,128,131,114,291,25,147,560
"GENE_04164",2,22,19,40,9,20,42,27,14,36,18,29
"GENE_04165",46,25,127,54,44,26,35,78,75,114,40,28
"GENE_04166",108,81,18,83,93,5,13,16,129,34,130,123
"GENE_04167",76,20,171,114,0,43,43,231,57,145,239,19
"GENE_04168",16,8,10,14,17,39,21,7,17,0,22,21
"GENE_04169",44,51,398,62,122,127,100,193,96,152,386,45
"GENE_04170",84,64,34,32,54,80,64,32,7,55,139,104
"GENE_04171",43,44,11,25,77,48,41,46,124,99,53,110
"GENE_04172",219,46,27,26,60,61,72,58,47,214,238,152
"GENE_04173",16,41,0,65,53,27,26,199,1,10,21,9
"GENE_04174",53,13,68,36,7,88,43,75,11,30,39,44
"GENE_04175",0,45,21,2,13,32,10,46,18,28,4,21
"GENE_04176",59,37,147,149,22,123,186,72,172,207,384,65
"GENE_04177",71,84,62,42,26,26,67,39,41,25,58,70
"GENE_04178",201,44,192,58,12,246,143,62,72,58,121,158
"GENE_04179",17,83,2,20,73,11,17,19,28,75,79,7
"GENE_04180",115,218,14,171,32,196,58,439,97,3,445,121
"GENE_04181",19,25,22,37,23,29,83,6,5,12,45,19
"GENE_04182",24,99,17,35,112,191,84,34,60,62,71,54
"GENE_04183",80,168,130,73,18,128,97,196,71,102,153,38
"GENE_04184",47,39,38,68,116,34,26,150,45,51,67,31
"GENE_04185",84,20,303,61,37,164,137,106,264,202,50,190
"GENE_04186",219,103,99,143,16,249,40,227,66,89,401,128
"GENE_04187",47,27,91,170,42,39,18,63,74,137,85,18
"GENE_04188",30,61,92,116,82,173,58,50,77,85,67,81
"GENE_04189",66,217,78,416,55,58,71,286,82,313,156,81
"GENE_04190",307,211,69,35,391,164,490,410,161,42,150,136
"GENE_04191",25,54,87,55,54,160,20,94,43,79,200,44
"GENE_04192",12,42,208,87,27,95,81,222,133,59,7,40
"GENE_04193",96,94,193,85,289,42,48,261,308,138,70,261
"GENE_04194",27,92,13,92,46,113,92,62,31,16,162,70
"GENE_04195",101,235,45,120,94,124,57,38,121,60,49,71
"GENE_04196",126,102,78,193,98,154,87,238,248,175,11,71
"GENE_04197",46,39,19,126,54,22,105,48,91,108,46,32
"GENE_04198",36,32,50,35,28,117,81,62,32,24,62,39
"GENE_04199",29,190,86,159,43,65,44,88,232,385,470,179
"GENE_04200",75,43,17,15,91,57,49,42,27,104,119,36
"GENE_04201",103,69,35,122,101,53,63,72,5,103,138,82
"GENE_04202",29,38,53,21,61,64,33,36,23,23,25,22
"GENE_04203",59,14,59,13,13,32,53,21,24,24,20,45
"GENE_04204",16,42,31,20,32,48,141,8,21,147,105,74
"GENE_04205",259,163,94,163,164,136,31,94,104,76,102,116
"GENE_04206",29,41,8,22,74,7,48,38,17,8,80,53
"GENE_04207",79,56,36,142,84,90,41,5,176,28,370,107
"GENE_04208",99,11,16,80,47,22,46,39,15,19,61,35
"GENE_04209",236,596,53,195,286,244,503,235,129,245,318,714
"GENE_04210",55,210,139,90,33,126,99,93,174,161,233,162
"GENE_04211",10,67,27,123,50,17,21,67,24,26,39,11
"GENE_04212",127,3,147,84,55,103,89,17,60,36,52,54
"GENE_04213",125,38,75,372,235,67,183,358,151,85,47,149
"GENE_04214",48,36,33,123,88,76,15,58,38,41,85,150
"GENE_04215",28,57,43,98,13,30,16,16,6,57,33,54
"GENE_04216",102,96,95,246,14,70,81,25,100,110,121,145
"GENE_04217",123,61,38,14,36,27,40,64,107,7,3,17
"GENE_04218",78,124,416,145,592,213,55,260,269,58,37,87
"GENE_04219",27,144,22,13,35,43,21,34,9,50,41,26
"GENE_04220",34,148,66,37,78,18,46,17,41,75,168,5
"GENE_04221",50,50,38,153,97,26,11,60,6,101,15,17
"GENE_04222",35,50,22,25,23,27,3,75,22,57,47,14
"GENE_04223",41,40,66,81,27,48,98,112,22,5,127,95
"GENE_04224",82,50,44,337,82,200,270,178,130,128,182,443
"GENE_04225",137,62,88,60,57,24,124,35,113,58,66,35
"GENE_04226",85,52,67,43,81,67,55,32,134,22,147,299
"GENE_04227",107,51,286,53,169,40,18,63,73,77,136,353
"GENE_04228",30,72,56,34,58,71,102,148,175,100,163,40
"GENE_04229",14,19,46,14,14,2,18,12,28,22,37,11
"GENE_04230",80,128,38,85,38,36,156,176,232,87,54,61
"GENE_04231",65,118,28,34,25,62,58,69,72,52,54,47
"GENE_04232",17,90,97,25,56,62,55,182,55,85,71,56
"GENE_04233",235,253,83,40,67,102,427,166,116,346,518,66
"GENE_04234",9,75,19,18,25,51,76,47,22,34,14,8
"GENE_04235",29,6,13,82,13,32,87,14,5,110,46,12
"GENE_04236",31,47,161,17,28,87,55,38,71,41,50,36
"GENE_04237",267,204,99,703,368,29,452,384,595,355,319,282
"GENE_04238",26,68,121,74,9,46,49,44,116,194,16,71
"GENE_04239",18,33,89,78,21,56,76,237,86,8,133,55
"GENE_04240",91,7,59,31,44,51,59,120,78,19,104,53
"GENE_04241",65,72,223,210,105,43,24,77,254,90,86,91
"GENE_04242",139,139,63,28,279,307,106,53,141,82,96,236
"GENE_04243",48,183,68,85,26,37,40,95,97,92,102,59
"GENE_04244",45,128,60,36,72,26,55,103,38,212,233,330
"GENE_04245",331,173,136,243,350,67,203,591,213,79,95,34
"GENE_04246",86,85,98,20,65,113,71,36,40,37,130,19
"GENE_04247",14,25,64,38,16,22,15,47,36,8,16,10
"GENE_04248",43,27,20,55,189,135,49,169,62,104,9,83
"GENE_04249",100,45,176,170,54,63,84,216,86,103,110,277
"GENE_04250",167,260,165,298,565,276,88,19,202,90,92,37
"GENE_04251",65,9,38,26,6,40,26,49,10,68,108,223
"GENE_04252",57,62,60,8,15,126,82,61,106,27,89,130
"GENE_04253",1,15,7,13,38,22,6,22,1,11,9,7
"GENE_04254",3,23,18,9,51,25,25,39,44,18,42,58
"GENE_04255",202,163,118,41,161,283,297,167,184,35,278,35
"GENE_04256",144,36,69,109,65,25,326,371,71,115,51,15
"GENE_04257",41,456,297,95,326,254,153,291,241,530,627,263
"GENE_04258",31,14,22,69,11,26,72,15,31,18,0,31
"GENE_04259",203,210,168,44,171,54,131,9,59,180,67,53
"GENE_04260",183,84,15,93,28,125,73,46,182,56,62,153
"GENE_04261",50,29,5,42,149,84,10,26,35,26,45,91
"GENE_04262",19,14,104,21,46,10,64,49,25,3,23,16
"GENE_04263",198,100,188,193,89,383,209,20,321,102,111,181
"GENE_04264",5,2,10,35,4,13,23,4,26,2,11,11
"GENE_04265",77,726,370,434,342,888,55,245,512,74,321,264
"GENE_04266",292,16,104,147,149,344,77,117,333,208,35,50
"GENE_04267",180,39,95,48,59,99,58,119,57,20,56,45
"GENE_04268",475,221,66,40,147,72,21,122,20,51,107,94
"GENE_04269",509,316,215,526,884,288,213,579,479,230,678,358
"GENE_04270",203,167,88,380,199,391,163,304,63,239,169,211
"GENE_04271",13,7,4,44,22,1,12,6,11,14,1,7
"GENE_04272",404,662,711,188,575,429,1062,266,147,270,488,142
"GENE_04273",48,210,67,35,29,104,15,187,192,4,120,18
"GENE_04274",90,166,155,153,197,286,98,304,340,112,113,398
"GENE_04275",3,30,18,49,20,2,23,31,2,43,12,50
"GENE_04276",77,69,82,17,49,95,13,52,41,28,35,52
"GENE_04277",7,7,9,1,3,7,7,4,14,6,4,0
"GENE_04278",4,169,21,167,322,194,57,101,158,300,236,72
"GENE_04279",208,343,146,284,142,126,139,428,168,22,27,66
"GENE_04280",6,8,7,5,2,7,4,10,24,7,30,6
"GENE_04281",93,131,82,178,70,231,197,98,229,162,55,73
"GENE_04282",10,306,477,94,156,85,357,99,78,187,71,144
"GENE_04283",13,25,24,5,8,41,47,11,30,18,12,9
"GENE_04284",8,86,21,49,0,26,20,18,48,34,29,45
"GENE_04285",534,229,157,465,144,293,176,93,733,154,354,118
"GENE_04286",11,28,124,16,19,5,38,28,57,23,54,152
"GENE_04287",5,59,100,42,87,135,74,61,82,36,66,22
"GENE_04288",63,24,11,99,76,119,69,36,28,75,67,75
"GENE_04289",40,5,19,5,24,13,26,12,9,21,62,43
"GENE_04290",69,28,11,45,74,34,69,65,51,28,60,28
"GENE_04291",76,273,33,68,243,38,175,120,45,66,71,23
"GENE_04292",93,126,67,181,129,21,20,152,146,168,31,148
"GENE_04293",14,30,10,29,8,23,16,39,16,97,50,108
"GENE_04294",26,34,3,12,15,14,21,25,35,23,50,21
"GENE_04295",7,19,6,33,7,20,4,15,4,9,3,18
"GENE_04296",56,82,40,81,46,120,182,73,19,21,89,103
"GENE_04297",60,138,57,29,45,93,23,19,53,15,25,47
"GENE_04298",64,373,233,394,154,362,147,121,57,162,24,411
"GENE_04299",56,78,124,18,70,57,185,216,71,261,35,26
"GENE_04300",43,5,11,15,22,57,76,76,34,21,4,34
"GENE_04301",135,16,40,47,5,51,47,59,76,98,167,143
"GENE_04302",275,100,88,35,389,153,169,43,36,113,104,84
"GENE_04303",32,110,286,1,49,12,57,43,28,22,24,92
"GENE_04304",89,82,33,84,199,44,157,72,105,56,4,42
"GENE_04305",119,191,144,87,220,71,50,109,152,35,45,107
"GENE_04306",112,211,137,17,288,112,80,224,19,43,97,47
"GENE_04307",302,102,488,143,309,112,70,414,46,75,131,76
"GENE_04308",123,67,40,50,211,42,23,241,24,142,102,45
"GENE_04309",24,97,144,118,42,54,37,39,194,131,116,47
"GENE_04310",38,343,401,159,253,301,153,65,117,336,44,188
"GENE_04311",315,409,242,82,151,174,38,95,195,129,124,299
"GENE_04312",20,64,80,77,88,49,117,46,32,104,65,31
"GENE_04313",93,15,113,154,118,30,108,59,128,111,51,131
"GENE_04314",239,37,78,162,148,335,55,65,282,20,403,42
"GENE_04315",74,560,24,112,48,263,451,122,153,174,288,159
"GENE_04316",181,56,165,36,108,89,47,125,54,227,170,60
"GENE_04317",55,112,126,155,236,202,227,235,183,90,251,388
"GENE_04318",94,195,339,299,140,305,97,246,136,37,458,297
"GENE_04319",48,306,70,347,49,159,151,156,37,276,38,81
"GENE_04320",9,0,14,22,21,13,6,18,11,1,18,14
"GENE_04321",719,803,289,167,195,420,316,172,47,102,10,402
"GENE_04322",132,206,331,283,116,269,400,21,90,138,269,93
"GENE_04323",45,14,31,112,13,21,1,26,26,36,11,28
"GENE_04324",136,292,103,116,41,78,32,70,160,30,211,244
"GENE_04325",168,46,26,101,3,77,207,93,73,63,49,49
"GENE_04326",157,341,281,232,185,26,109,66,73,110,122,161
"GENE_04327",25,173,116,15,83,29,136,127,4,70,32,204
"GENE_04328",88,146,320,97,94,114,159,45,91,295,326,331
"GENE_04329",129,6,81,6,69,27,17,10,101,19,111,60
"GENE_04330",190,76,198,55,101,78,10,108,145,65,35,12
"GENE_04331",45,24,37,74,30,30,143,67,94,29,23,118
"GENE_04332",45,63,75,48,54,62,2,151,108,20,43,19
"GENE_04333",17,46,195,26,20,18,120,97,135,12,63,106
"GENE_04334",4,22,21,28,10,43,8,25,28,15,68,21
"GENE_04335",3,72,62,16,12,16,46,37,20,50,8,16
"GENE_04336",70,141,100,96,10,123,36,12,99,180,137,31
"GENE_04337",245,26,71,106,200,111,111,80,51,100,195,169
"GENE_04338",104,191,91,86,407,214,108,30,151,180,707,188
"GENE_04339",34,100,159,6,6,45,89,62,58,35,76,87
"GENE_04340",1,43,13,4,54,63,36,81,15,21,79,51
"GENE_04341",458,269,1060,101,128,439,80,256,315,171,26,294
"GENE_04342",53,24,55,9,26,21,46,10,7,119,9,19
